old_emo,curr_emo,old_img,curr_img,elap_time
1,1,user_12/IMG_20210812_185848.jpg,user_12/IMG_20210812_185845.jpg,0.0
1,1,user_12/IMG_20210812_185845.jpg,user_12/IMG_20210812_185847.jpg,0.0
1,1,user_12/IMG_20210812_185847.jpg,user_12/IMG_20210814_190439.jpg,48.09818277777778
1,1,user_12/IMG_20210814_190439.jpg,user_12/IMG_20210814_190440.jpg,0.0
1,1,user_12/IMG_20210814_190440.jpg,user_12/IMG_20210814_190442.jpg,0.0
1,1,user_12/IMG_20210814_190442.jpg,user_12/IMG_20210815_235602.jpg,28.85718083333333
1,1,user_12/IMG_20210815_235602.jpg,user_12/IMG_20210815_235604.jpg,0.0
1,1,user_12/IMG_20210815_235604.jpg,user_12/IMG_20210815_235605.jpg,0.0
1,1,user_12/IMG_20210815_235605.jpg,user_12/IMG_20210817_141908.jpg,38.38470916666667
1,1,user_12/IMG_20210817_141908.jpg,user_12/IMG_20210817_141910.jpg,0.0
1,1,user_12/IMG_20210817_141910.jpg,user_12/IMG_20210817_141912.jpg,0.0
1,0,user_12/IMG_20210817_141912.jpg,user_12/IMG_20210819_100046.jpg,43.69292916666667
0,0,user_12/IMG_20210819_100046.jpg,user_12/IMG_20210819_100043.jpg,0.0
0,0,user_12/IMG_20210819_100043.jpg,user_12/IMG_20210819_100045.jpg,0.0
0,0,user_12/IMG_20210819_100045.jpg,user_12/IMG_20210820_235149.jpg,37.851260555555555
0,0,user_12/IMG_20210820_235149.jpg,user_12/IMG_20210820_235150.jpg,0.0
0,0,user_12/IMG_20210820_235150.jpg,user_12/IMG_20210820_235147.jpg,0.0
0,1,user_12/IMG_20210820_235147.jpg,user_12/IMG_20210822_105317.jpg,35.0241
1,1,user_12/IMG_20210822_105317.jpg,user_12/IMG_20210822_105314.jpg,0.0
1,1,user_12/IMG_20210822_105314.jpg,user_12/IMG_20210822_105315.jpg,0.0
1,1,user_12/IMG_20210822_105315.jpg,user_12/IMG_20210826_013759.jpg,86.74539916666666
1,1,user_12/IMG_20210826_013759.jpg,user_12/IMG_20210826_013801.jpg,0.0
1,1,user_12/IMG_20210826_013801.jpg,user_12/IMG_20210826_013802.jpg,0.0
1,1,user_12/IMG_20210826_013802.jpg,user_12/IMG_20210826_110917.jpg,9.521793333333333
1,1,user_12/IMG_20210826_110917.jpg,user_12/IMG_20210826_110919.jpg,0.0
1,1,user_12/IMG_20210826_110919.jpg,user_12/IMG_20210826_110920.jpg,0.0
1,0,user_12/IMG_20210826_110920.jpg,user_12/IMG_20210826_150200.jpg,3.8778591666666666
0,0,user_12/IMG_20210826_150200.jpg,user_12/IMG_20210826_150158.jpg,0.0
0,0,user_12/IMG_20210826_150158.jpg,user_12/IMG_20210826_150157.jpg,0.0
0,1,user_12/IMG_20210826_150157.jpg,user_12/IMG_20210826_182209.jpg,3.3365775
1,1,user_12/IMG_20210826_182209.jpg,user_12/IMG_20210826_182211.jpg,0.0
1,1,user_12/IMG_20210826_182211.jpg,user_12/IMG_20210826_182212.jpg,0.0
1,1,user_12/IMG_20210826_182212.jpg,user_12/IMG_20210826_205057.jpg,2.4797966666666666
1,1,user_12/IMG_20210826_205057.jpg,user_12/IMG_20210826_205058.jpg,0.0
1,1,user_12/IMG_20210826_205058.jpg,user_12/IMG_20210826_205100.jpg,0.0
1,1,user_12/IMG_20210826_205100.jpg,user_12/IMG_20210827_002020.jpg,3.489647222222222
1,1,user_12/IMG_20210827_002020.jpg,user_12/IMG_20210827_002019.jpg,0.0
1,1,user_12/IMG_20210827_002019.jpg,user_12/IMG_20210827_002017.jpg,0.0
1,1,user_12/IMG_20210827_002017.jpg,user_12/IMG_20210827_030622.jpg,2.767066388888889
1,1,user_12/IMG_20210827_030622.jpg,user_12/IMG_20210827_030623.jpg,0.0
1,1,user_12/IMG_20210827_030623.jpg,user_12/IMG_20210827_141334.jpg,11.120680277777778
1,1,user_12/IMG_20210827_141334.jpg,user_12/IMG_20210827_141335.jpg,0.0
1,1,user_12/IMG_20210827_141335.jpg,user_12/IMG_20210827_141337.jpg,0.0
1,0,user_12/IMG_20210827_141337.jpg,user_12/IMG_20210828_091210.jpg,18.97656138888889
0,0,user_12/IMG_20210828_091210.jpg,user_12/IMG_20210828_091212.jpg,0.0
0,0,user_12/IMG_20210828_091212.jpg,user_12/IMG_20210828_091209.jpg,0.0
0,1,user_12/IMG_20210828_091209.jpg,user_12/IMG_20210829_155348.jpg,30.69385861111111
1,1,user_12/IMG_20210829_155348.jpg,user_12/IMG_20210829_155349.jpg,0.0
1,1,user_12/IMG_20210829_155349.jpg,user_12/IMG_20210829_155350.jpg,0.0
1,1,user_12/IMG_20210829_155350.jpg,user_12/IMG_20210902_150841.jpg,95.2483
1,1,user_12/IMG_20210902_150841.jpg,user_12/IMG_20210902_150842.jpg,0.0
1,1,user_12/IMG_20210902_150842.jpg,user_12/IMG_20210902_150844.jpg,0.0
1,1,user_12/IMG_20210902_150844.jpg,user_12/IMG_20210902_172538.jpg,2.2815416666666666
1,1,user_12/IMG_20210902_172538.jpg,user_12/IMG_20210902_194304.jpg,2.2904372222222222
1,1,user_12/IMG_20210902_194304.jpg,user_12/IMG_20210902_194301.jpg,0.0
1,1,user_12/IMG_20210902_194301.jpg,user_12/IMG_20210902_194303.jpg,0.0
1,0,user_12/IMG_20210902_194303.jpg,user_12/IMG_20210902_232854.jpg,3.7649319444444442
0,0,user_12/IMG_20210902_232854.jpg,user_12/IMG_20210902_232855.jpg,0.0
0,0,user_12/IMG_20210902_232855.jpg,user_12/IMG_20210902_232857.jpg,0.0
0,1,user_12/IMG_20210902_232857.jpg,user_12/IMG_20210903_091808.jpg,9.821125555555556
1,1,user_12/IMG_20210903_091808.jpg,user_12/IMG_20210903_091810.jpg,0.0
1,1,user_12/IMG_20210903_091810.jpg,user_12/IMG_20210903_091812.jpg,0.0
1,0,user_12/IMG_20210903_091812.jpg,user_12/IMG_20210903_143722.jpg,5.319172222222222
0,0,user_12/IMG_20210903_143722.jpg,user_12/IMG_20210903_143720.jpg,0.0
0,0,user_12/IMG_20210903_143720.jpg,user_12/IMG_20210903_143719.jpg,0.0
0,1,user_12/IMG_20210903_143719.jpg,user_12/IMG_20210903_180747.jpg,3.5074994444444445
1,1,user_12/IMG_20210903_180747.jpg,user_12/IMG_20210903_180749.jpg,0.0
1,1,user_12/IMG_20210903_180749.jpg,user_12/IMG_20210903_180750.jpg,0.0
1,1,user_12/IMG_20210903_180750.jpg,user_12/IMG_20210903_204628.jpg,2.6446199999999997
1,1,user_12/IMG_20210903_204628.jpg,user_12/IMG_20210903_204629.jpg,0.0
1,1,user_12/IMG_20210903_204629.jpg,user_12/IMG_20210903_204631.jpg,0.0
1,0,user_12/IMG_20210903_204631.jpg,user_12/IMG_20210904_002346.jpg,3.6210294444444444
0,0,user_12/IMG_20210904_002346.jpg,user_12/IMG_20210904_002343.jpg,0.0
0,0,user_12/IMG_20210904_002343.jpg,user_12/IMG_20210904_002345.jpg,0.0
0,1,user_12/IMG_20210904_002345.jpg,user_12/IMG_20210904_100754.jpg,9.735815
1,1,user_12/IMG_20210904_100754.jpg,user_12/IMG_20210904_100756.jpg,0.0
1,1,user_12/IMG_20210904_100756.jpg,user_12/IMG_20210904_132241.jpg,3.246755
1,1,user_12/IMG_20210904_132241.jpg,user_12/IMG_20210904_132243.jpg,0.0
1,1,user_12/IMG_20210904_132243.jpg,user_12/IMG_20210904_132244.jpg,0.0
1,1,user_12/IMG_20210904_132244.jpg,user_12/IMG_20210904_160351.jpg,2.6857269444444447
1,1,user_12/IMG_20210904_160351.jpg,user_12/IMG_20210904_160352.jpg,0.0
1,1,user_12/IMG_20210904_160352.jpg,user_12/IMG_20210904_183940.jpg,2.597106111111111
1,1,user_12/IMG_20210904_183940.jpg,user_12/IMG_20210904_183942.jpg,0.0
1,1,user_12/IMG_20210904_183942.jpg,user_12/IMG_20210904_230135.jpg,4.365366388888889
1,1,user_12/IMG_20210904_230135.jpg,user_12/IMG_20210904_230134.jpg,0.0
1,1,user_12/IMG_20210904_230134.jpg,user_12/IMG_20210904_230137.jpg,0.0
1,0,user_12/IMG_20210904_230137.jpg,user_12/IMG_20210905_022803.jpg,3.440796388888889
0,0,user_12/IMG_20210905_022803.jpg,user_12/IMG_20210905_022801.jpg,0.0
0,0,user_12/IMG_20210905_022801.jpg,user_12/IMG_20210905_022804.jpg,0.0
0,1,user_12/IMG_20210905_022804.jpg,user_12/IMG_20210905_093611.jpg,7.135652222222222
1,1,user_12/IMG_20210905_093611.jpg,user_12/IMG_20210905_093609.jpg,0.0
1,1,user_12/IMG_20210905_093609.jpg,user_12/IMG_20210905_093612.jpg,0.0
