FileName,pupil_leftX,pupil_leftY,pupil_rightX,pupil_rightY,nose_tipX,nose_tipY,mouth_leftX,mouth_leftY,mouth_rightX,mouth_rightY,eyebrow_left_outerX,eyebrow_left_outerY,eyebrow_left_innerX,eyebrow_left_innerY,eye_left_outerX,eye_left_outerY,eye_left_topX,eye_left_topY,eye_left_bottomX,eye_left_bottomY,eye_left_innerX,eye_left_innerY,eyebrow_right_innerX,eyebrow_right_innerY,eyebrow_right_outerX,eyebrow_right_outerY,eye_right_innerX,eye_right_innerY,eye_right_topX,eye_right_topY,nose_right_alar_topX,nose_right_alar_topY,nose_left_alar_out_tipX,nose_left_alar_out_tipY,nose_right_alar_out_tipX,nose_right_alar_out_tipY,upper_lip_topX,upper_lip_topY,upper_lip_bottomX,upper_lip_bottomY
user_31/IMG_20210924_234510.jpg, 1070.3,  3970.0, 2026.6,  3953.1, 1507.2,  4268.1, 1127.2,  4955.6, 1949.4,  4940.6, 821.9,  3711.4, 1269.7,  3633.4, 903.1,  3996.2, 1087.4,  3916.1, 1049.6,  4002.5, 1241.1,  3965.0, 1767.8,  3641.3, 2310.3,  3768.9, 1859.2,  3958.2, 2009.1,  3891.6, 1755.4,  4236.1, 1217.4,  4465.7, 1840.8,  4464.2, 1552.5,  4827.6, 1528.5,  4895.0
user_31/IMG_20210924_234509.jpg, 1348.6,  3901.1, 2273.4,  3902.2, 1782.1,  4219.0, 1416.7,  4878.3, 2184.1,  4869.9, 1118.1,  3656.5, 1555.4,  3598.0, 1188.2,  3922.9, 1365.6,  3853.3, 1328.5,  3929.6, 1511.9,  3898.8, 2022.9,  3616.1, 2538.3,  3733.6, 2114.5,  3902.9, 2258.1,  3848.2, 2017.1,  4180.1, 1491.7,  4395.1, 2097.4,  4401.4, 1820.5,  4757.8, 1797.2,  4825.9
user_31/IMG_20210925_110230.jpg, 1983.8,  3449.1, 2727.4,  3549.1, 2324.3,  3715.0, 1950.5,  4159.8, 2483.5,  4251.5, 1795.8,  3224.3, 2193.5,  3221.2, 1846.2,  3447.3, 2006.2,  3403.5, 1963.7,  3473.2, 2119.1,  3472.4, 2574.5,  3278.9, 2967.5,  3433.7, 2593.6,  3537.2, 2720.7,  3492.5, 2490.8,  3730.6, 2064.2,  3829.3, 2518.2,  3911.1, 2255.4,  4085.9, 2228.4,  4142.6
user_31/IMG_20210925_110232.jpg, 2501.4,  3825.3, 3274.1,  3917.7, 2775.3,  4017.6, 2424.7,  4525.3, 2937.4,  4612.5, 2331.7,  3599.7, 2714.6,  3573.6, 2371.7,  3832.6, 2517.3,  3779.3, 2481.2,  3849.5, 2635.3,  3839.8, 3107.8,  3621.9, 3553.1,  3794.2, 3134.7,  3900.1, 3266.9,  3860.4, 2983.6,  4063.3, 2545.0,  4163.7, 3009.3,  4243.0, 2699.4,  4406.7, 2672.7,  4480.7
user_31/IMG_20210925_110233.jpg, 2390.1,  3973.9, 2814.0,  3919.9, 2385.9,  4211.0, 2390.0,  4563.9, 2712.2,  4556.1, 2269.9,  3838.5, 2414.1,  3809.9, 2336.4,  3984.4, 2387.9,  3940.3, 2372.1,  4001.1, 2463.8,  3969.8, 2620.8,  3782.2, 3000.4,  3773.0, 2724.0,  3936.0, 2790.0,  3882.0, 2607.3,  4142.7, 2392.0,  4287.0, 2657.1,  4268.9, 2472.3,  4497.2, 2481.7,  4550.3
user_31/IMG_20210925_135338.jpg, 2503.6,  3764.4, 3275.0,  3981.2, 2719.1,  4133.7, 2304.6,  4488.9, 2844.7,  4689.0, 2319.3,  3533.1, 2731.9,  3601.4, 2368.1,  3738.2, 2528.6,  3721.4, 2476.7,  3789.0, 2640.8,  3808.9, 3113.0,  3704.9, 3568.9,  3918.2, 3131.8,  3945.6, 3274.9,  3925.3, 2921.9,  4141.8, 2501.3,  4174.9, 2922.6,  4325.7, 2596.3,  4483.7, 2564.4,  4536.0
user_31/IMG_20210925_135339.jpg, 2941.8,  4005.9, 3549.3,  4113.8, 3218.6,  4333.7, 2899.6,  4675.3, 3358.9,  4765.4, 2777.0,  3814.4, 3118.1,  3836.7, 2825.2,  3993.8, 2965.2,  3962.6, 2919.0,  4034.6, 3058.0,  4032.8, 3439.4,  3904.3, 3765.8,  4031.4, 3436.3,  4104.1, 3546.8,  4060.5, 3349.8,  4305.6, 3014.5,  4384.5, 3365.5,  4457.4, 3161.9,  4644.8, 3139.1,  4694.8
user_31/IMG_20210925_135340.jpg, 1378.1,  4055.4, 2156.8,  4044.3, 1713.3,  4352.2, 1467.6,  4766.6, 1967.1,  4778.9, 1163.1,  3853.3, 1546.5,  3847.7, 1243.6,  4061.6, 1393.1,  4008.2, 1355.3,  4090.1, 1520.5,  4061.7, 1933.3,  3844.6, 2400.6,  3872.0, 2011.5,  4056.0, 2139.1,  3990.0, 1896.3,  4285.4, 1518.0,  4438.1, 1947.1,  4445.5, 1714.9,  4679.3, 1701.9,  4747.1
user_31/IMG_20211003_094221.jpg, 1841.3,  3803.0, 2389.0,  3761.9, 2127.0,  3995.8, 1929.8,  4333.2, 2421.3,  4284.7, 1646.1,  3667.0, 1943.8,  3589.4, 1745.3,  3817.5, 1846.2,  3758.4, 1831.8,  3838.7, 1941.8,  3797.5, 2240.9,  3574.4, 2581.4,  3620.2, 2291.8,  3778.9, 2377.2,  3713.1, 2245.0,  3943.7, 1970.6,  4078.0, 2308.1,  4049.6, 2169.0,  4222.4, 2166.2,  4272.9
user_31/IMG_20211003_094222.jpg, 1536.6,  3442.1, 2088.7,  3416.8, 1801.6,  3599.2, 1622.9,  3997.8, 2050.5,  3972.2, 1386.4,  3269.1, 1644.0,  3216.1, 1435.4,  3457.3, 1548.8,  3402.7, 1520.7,  3469.2, 1641.4,  3439.3, 1943.7,  3210.6, 2258.8,  3289.4, 1986.0,  3429.1, 2072.8,  3371.8, 1941.5,  3579.4, 1646.3,  3725.4, 1991.7,  3710.1, 1839.7,  3887.0, 1829.8,  3936.4
user_31/IMG_20211003_094223.jpg, 1482.4,  3376.5, 2046.8,  3382.0, 1766.5,  3507.6, 1562.2,  3883.3, 2014.1,  3870.1, 1320.9,  3203.5, 1604.8,  3152.3, 1378.6,  3388.6, 1496.0,  3335.1, 1466.8,  3405.8, 1588.3,  3376.3, 1914.2,  3164.5, 2237.0,  3271.5, 1944.0,  3387.1, 2036.4,  3333.8, 1893.1,  3500.1, 1600.6,  3621.9, 1943.7,  3618.8, 1800.3,  3766.3, 1790.4,  3820.0
user_31/IMG_20211004_105342.jpg, 1955.7,  3535.2, 2877.0,  3624.2, 2380.1,  3941.5, 1934.9,  4538.4, 2710.5,  4607.0, 1747.4,  3226.9, 2197.0,  3232.0, 1784.9,  3536.0, 1980.8,  3485.1, 1930.6,  3568.5, 2126.4,  3551.2, 2674.7,  3299.1, 3168.3,  3447.2, 2712.6,  3613.7, 2865.1,  3562.3, 2613.7,  3900.5, 2062.1,  4061.4, 2672.4,  4125.8, 2364.5,  4465.3, 2332.9,  4537.7
user_31/IMG_20211004_105339.jpg, 1535.9,  3863.4, 2443.1,  3866.7, 1971.1,  4270.2, 1551.5,  4900.0, 2322.5,  4924.7, 1300.0,  3558.1, 1744.7,  3511.4, 1365.1,  3877.2, 1557.8,  3798.8, 1512.2,  3908.4, 1708.8,  3869.4, 2216.9,  3531.8, 2706.1,  3634.5, 2274.9,  3877.4, 2422.4,  3791.6, 2205.7,  4209.7, 1656.3,  4418.2, 2273.6,  4439.9, 1968.6,  4802.8, 1940.3,  4877.7
user_31/IMG_20211004_105341.jpg, 1953.2,  3496.2, 2882.6,  3567.1, 2361.6,  3876.2, 1906.9,  4463.0, 2705.8,  4537.9, 1730.3,  3205.2, 2189.6,  3196.0, 1783.8,  3501.6, 1974.9,  3447.6, 1931.1,  3526.5, 2123.0,  3509.2, 2669.1,  3248.2, 3179.5,  3392.5, 2717.0,  3558.1, 2869.6,  3507.5, 2603.2,  3840.6, 2051.5,  3997.9, 2663.8,  4062.4, 2339.0,  4392.1, 2307.6,  4462.3
user_31/IMG_20211004_163939.jpg, 1577.7,  2122.8, 2492.4,  1619.3, 2217.0,  2317.4, 2111.8,  2965.1, 2854.2,  2575.4, 1149.0,  1956.2, 1600.1,  1702.9, 1414.4,  2214.0, 1569.1,  2065.9, 1579.6,  2174.5, 1747.6,  2036.7, 2087.6,  1453.2, 2652.2,  1204.9, 2330.9,  1718.4, 2442.5,  1572.6, 2383.3,  2093.0, 1991.4,  2532.8, 2564.0,  2239.5, 2460.0,  2710.5, 2472.5,  2779.8
user_31/IMG_20211004_163941.jpg, 1498.8,  2731.7, 2337.4,  2323.4, 2082.4,  2894.5, 1927.5,  3515.1, 2653.8,  3178.2, 1112.0,  2669.2, 1597.8,  2392.1, 1366.2,  2805.3, 1484.7,  2689.4, 1509.4,  2767.4, 1635.1,  2664.7, 1994.5,  2201.0, 2518.4,  1991.6, 2203.1,  2392.4, 2311.4,  2282.0, 2229.3,  2698.4, 1830.5,  3087.5, 2391.0,  2828.0, 2258.6,  3249.7, 2278.5,  3324.4
user_31/IMG_20211004_163942.jpg, 1444.9,  2650.1, 2288.7,  2206.7, 2030.5,  2797.5, 1934.9,  3428.1, 2639.0,  3058.3, 1059.5,  2573.0, 1525.4,  2304.0, 1309.4,  2729.0, 1433.5,  2607.4, 1452.5,  2686.7, 1584.3,  2577.2, 1929.1,  2097.5, 2465.4,  1862.3, 2150.9,  2282.3, 2260.2,  2167.3, 2181.6,  2592.2, 1798.7,  3004.3, 2353.6,  2719.2, 2245.0,  3150.0, 2266.7,  3222.2
user_31/IMG_20211018_231711.jpg, 1828.5,  3379.2, 2648.4,  3489.1, 2189.0,  3783.1, 1782.5,  4276.4, 2462.1,  4358.9, 1640.0,  3119.8, 2050.8,  3135.0, 1678.3,  3373.4, 1852.1,  3334.9, 1805.1,  3408.4, 1978.3,  3399.9, 2467.1,  3210.8, 2913.6,  3355.5, 2503.9,  3474.6, 2640.9,  3435.1, 2392.7,  3743.1, 1908.5,  3868.8, 2436.9,  3944.8, 2157.8,  4239.6, 2129.5,  4294.5
user_31/IMG_20211018_231713.jpg, 2366.4,  3225.0, 3266.0,  3340.1, 2753.1,  3620.9, 2310.3,  4145.8, 3060.3,  4243.3, 2154.6,  2956.4, 2613.8,  2974.0, 2204.7,  3221.4, 2387.8,  3182.3, 2344.3,  3252.3, 2528.6,  3243.9, 3060.4,  3045.3, 3560.8,  3199.9, 3109.1,  3321.1, 3258.9,  3288.1, 2977.4,  3582.9, 2457.2,  3708.2, 3029.9,  3791.9, 2718.3,  4095.8, 2687.7,  4160.8
user_31/IMG_20211018_231714.jpg, 1177.9,  3974.9, 1984.2,  4074.5, 1522.0,  4424.5, 1090.4,  4883.2, 1802.9,  4982.1, 932.3,  3761.1, 1406.5,  3758.2, 1040.7,  3971.0, 1191.9,  3941.2, 1166.8,  3998.2, 1312.1,  3989.0, 1789.7,  3812.2, 2262.9,  3956.5, 1852.5,  4057.2, 1983.3,  4036.1, 1725.5,  4351.9, 1237.1,  4475.6, 1773.8,  4556.2, 1475.5,  4856.3, 1451.4,  4910.2
user_31/IMG_20211019_182011.jpg, 619.7,  3415.0, 1515.4,  3464.9, 1082.5,  3895.1, 661.5,  4397.0, 1367.0,  4428.5, 393.5,  3158.4, 854.3,  3167.7, 450.3,  3413.5, 646.0,  3359.1, 595.3,  3455.5, 787.4,  3431.7, 1302.0,  3216.6, 1771.8,  3293.5, 1357.1,  3468.4, 1502.6,  3402.0, 1274.7,  3799.1, 764.8,  3969.7, 1331.5,  4007.4, 1064.8,  4348.7, 1036.3,  4411.3
user_31/IMG_20211019_182008.jpg, 936.9,  3599.2, 1785.7,  3688.1, 1360.9,  4063.8, 940.5,  4561.9, 1602.1,  4621.0, 726.4,  3335.7, 1169.6,  3361.9, 775.9,  3592.7, 963.6,  3551.9, 913.8,  3632.5, 1094.3,  3619.6, 1599.7,  3430.5, 2044.9,  3535.0, 1637.1,  3680.7, 1777.3,  3632.1, 1545.5,  3989.2, 1053.9,  4133.6, 1591.1,  4195.4, 1325.6,  4518.6, 1296.0,  4580.9
user_31/IMG_20211019_182009.jpg, 359.6,  3001.3, 1295.3,  3051.5, 848.1,  3492.4, 399.8,  3971.7, 1142.6,  4009.7, 115.6,  2750.0, 609.7,  2767.8, 183.1,  2999.1, 385.4,  2948.5, 336.5,  3039.6, 533.5,  3018.1, 1074.0,  2813.4, 1567.8,  2880.7, 1132.3,  3053.8, 1284.2,  2992.9, 1041.2,  3387.4, 520.0,  3553.4, 1102.1,  3593.7, 824.2,  3935.1, 795.3,  3995.7
user_31/IMG_20211020_160347.jpg, 1947.9,  3654.7, 3115.2,  3854.5, 2281.6,  4310.6, 1757.2,  4987.0, 2788.6,  5161.9, 1721.6,  3247.7, 2281.2,  3275.3, 1754.3,  3634.4, 1972.4,  3597.5, 1912.6,  3696.4, 2152.2,  3690.6, 2842.6,  3388.1, 3541.8,  3657.5, 2906.8,  3823.4, 3099.7,  3782.1, 2687.4,  4251.0, 1935.5,  4396.8, 2751.7,  4555.3, 2255.6,  4976.3, 2217.3,  5047.8
user_31/IMG_20211020_160344.jpg, 2570.7,  3092.2, 3726.9,  3475.0, 3093.6,  3626.3, 2321.5,  4301.8, 3388.1,  4597.6, 2399.2,  2677.8, 2969.5,  2783.0, 2356.2,  3054.9, 2611.8,  3044.9, 2532.5,  3116.1, 2782.5,  3152.9, 3548.5,  3004.2, 4105.5,  3365.3, 3531.0,  3407.0, 3737.7,  3410.1, 3382.6,  3673.6, 2604.4,  3722.3, 3414.8,  3966.4, 2950.6,  4328.8, 2892.0,  4404.7
user_31/IMG_20211020_160345.jpg, 2136.6,  3603.4, 3263.7,  3860.7, 2507.9,  4163.8, 1894.8,  4823.8, 2894.2,  5052.0, 1928.3,  3167.5, 2480.5,  3196.7, 1935.5,  3577.5, 2170.5,  3546.2, 2099.0,  3642.0, 2341.4,  3648.0, 3068.1,  3353.1, 3692.8,  3675.8, 3059.8,  3817.5, 3257.7,  3782.7, 2849.2,  4166.7, 2130.9,  4277.5, 2889.6,  4462.8, 2417.8,  4825.1, 2374.1,  4891.5
user_31/IMG_20211020_232137.jpg, 1256.9,  3716.2, 2238.8,  3627.3, 1733.5,  4059.7, 1400.4,  4813.7, 2237.1,  4736.1, 975.6,  3438.8, 1441.2,  3325.8, 1086.5,  3752.8, 1270.6,  3664.7, 1238.7,  3748.8, 1431.6,  3698.6, 1953.8,  3301.4, 2526.2,  3388.5, 2067.3,  3645.4, 2214.2,  3570.7, 2000.4,  3989.6, 1439.1,  4275.9, 2108.6,  4229.3, 1824.8,  4650.7, 1805.8,  4724.8
user_31/IMG_20211020_232138.jpg, 1174.3,  3738.9, 2188.7,  3651.6, 1656.7,  4043.8, 1306.5,  4818.0, 2172.2,  4745.0, 881.0,  3448.9, 1359.2,  3322.2, 999.8,  3777.0, 1187.9,  3692.3, 1157.1,  3768.4, 1352.5,  3717.9, 1896.0,  3294.6, 2488.6,  3407.3, 2012.4,  3663.6, 2167.5,  3598.3, 1925.8,  3986.0, 1359.5,  4271.9, 2035.2,  4228.5, 1745.0,  4652.5, 1725.0,  4726.3
user_31/IMG_20211020_232140.jpg, 1186.6,  3756.1, 2189.6,  3680.1, 1699.0,  4078.8, 1357.3,  4847.5, 2193.2,  4768.3, 901.3,  3462.8, 1372.7,  3344.6, 1009.6,  3793.1, 1202.1,  3696.6, 1166.8,  3796.3, 1367.7,  3738.2, 1908.2,  3329.0, 2476.6,  3443.4, 2013.9,  3696.4, 2166.2,  3614.6, 1950.8,  4019.8, 1393.4,  4308.1, 2057.3,  4263.2, 1792.1,  4681.5, 1771.9,  4755.2
user_31/IMG_20211021_101057.jpg, 2614.4,  3548.0, 3369.2,  3551.1, 3000.2,  3602.0, 2757.9,  4075.2, 3255.7,  4073.6, 2430.9,  3359.0, 2800.3,  3277.9, 2481.8,  3575.3, 2630.1,  3497.3, 2593.0,  3573.2, 2752.8,  3546.4, 3185.2,  3285.6, 3588.3,  3435.3, 3233.7,  3553.5, 3354.2,  3492.9, 3177.7,  3646.3, 2768.9,  3797.6, 3235.8,  3797.1, 3021.7,  3897.9, 3008.4,  3976.0
user_31/IMG_20211021_101055.jpg, 1768.8,  3442.0, 2493.4,  3461.9, 2107.7,  3619.8, 1859.9,  4040.4, 2322.6,  4054.2, 1591.6,  3232.9, 1946.8,  3192.4, 1639.7,  3453.7, 1786.0,  3395.6, 1747.9,  3469.4, 1901.7,  3449.3, 2316.6,  3208.4, 2709.8,  3327.8, 2361.5,  3465.9, 2477.2,  3406.3, 2273.5,  3615.5, 1899.5,  3751.3, 2318.2,  3772.1, 2106.5,  3913.6, 2089.5,  3977.7
user_31/IMG_20211022_084858.jpg, 899.0,  3876.0, 1750.7,  3855.1, 1321.2,  4220.1, 932.2,  4814.3, 1698.9,  4813.0, 596.0,  3689.6, 1105.2,  3587.5, 760.7,  3898.9, 902.8,  3829.3, 896.0,  3908.6, 1036.4,  3867.3, 1516.6,  3580.9, 2030.8,  3679.0, 1614.4,  3858.4, 1745.9,  3804.9, 1524.5,  4148.8, 1028.0,  4347.2, 1609.2,  4351.5, 1330.4,  4684.0, 1315.5,  4760.3
user_31/IMG_20211022_084859.jpg, 944.8,  3959.8, 1770.6,  3944.9, 1356.2,  4329.1, 969.3,  4893.9, 1710.9,  4897.5, 689.6,  3734.7, 1136.2,  3653.9, 796.4,  3978.5, 958.9,  3907.4, 930.4,  3994.5, 1093.5,  3958.6, 1555.2,  3659.9, 2030.1,  3764.4, 1626.1,  3953.8, 1757.1,  3887.7, 1559.7,  4265.4, 1070.0,  4462.5, 1633.3,  4472.8, 1363.2,  4802.1, 1341.6,  4861.1
user_31/IMG_20211022_084857.jpg, 1119.9,  3790.2, 1934.9,  3795.3, 1488.7,  4080.3, 1124.8,  4671.2, 1829.8,  4691.7, 882.1,  3562.7, 1319.6,  3487.7, 975.6,  3809.1, 1132.8,  3741.4, 1105.6,  3821.1, 1265.4,  3789.4, 1726.8,  3498.0, 2207.5,  3626.5, 1791.3,  3796.9, 1923.4,  3740.2, 1702.1,  4056.4, 1225.2,  4235.6, 1770.9,  4257.0, 1490.8,  4542.7, 1470.3,  4612.1
user_31/IMG_20211022_133127.jpg, 1310.9,  4192.8, 1865.6,  4432.0, 1525.8,  4551.2, 1114.5,  4830.5, 1567.7,  5023.6, 1187.8,  3962.5, 1537.6,  4050.1, 1205.9,  4160.9, 1334.7,  4161.6, 1292.5,  4214.8, 1410.4,  4234.0, 1813.0,  4179.7, 2094.0,  4379.1, 1770.9,  4395.2, 1875.6,  4391.8, 1655.5,  4562.5, 1288.8,  4557.9, 1650.8,  4715.9, 1405.3,  4848.9, 1372.8,  4895.5
user_31/IMG_20211022_133126.jpg, 2241.4,  3813.6, 2819.6,  4028.7, 2470.3,  4109.3, 2075.6,  4429.9, 2572.1,  4605.6, 2143.5,  3581.0, 2450.5,  3649.8, 2129.8,  3787.7, 2266.7,  3784.4, 2221.1,  3830.3, 2348.3,  3852.0, 2752.6,  3777.0, 3046.3,  3979.4, 2716.7,  3994.2, 2824.8,  3986.3, 2612.2,  4139.7, 2239.2,  4153.9, 2614.9,  4295.4, 2375.7,  4439.1, 2345.0,  4479.2
user_31/IMG_20211022_133124.jpg, 1409.9,  3594.7, 1948.5,  3802.7, 1625.7,  3872.4, 1238.1,  4178.6, 1690.4,  4352.4, 1317.2,  3368.2, 1618.9,  3432.7, 1304.1,  3569.6, 1433.0,  3566.4, 1391.5,  3611.7, 1511.1,  3630.9, 1896.6,  3551.2, 2163.7,  3750.9, 1852.6,  3767.1, 1955.2,  3762.9, 1754.5,  3905.6, 1402.4,  3912.1, 1753.0,  4053.0, 1519.9,  4183.3, 1488.5,  4223.9
user_31/IMG_20211023_152332.jpg, 2777.7,  4076.1, 3580.5,  4212.0, 3165.7,  4350.6, 2802.1,  4748.0, 3394.4,  4835.3, 2609.6,  3834.6, 3010.8,  3857.0, 2629.8,  4067.4, 2806.0,  4025.4, 2749.2,  4105.4, 2925.9,  4106.2, 3409.5,  3937.1, 3826.0,  4105.1, 3436.7,  4198.2, 3575.4,  4149.8, 3338.6,  4352.3, 2894.6,  4445.5, 3377.6,  4526.9, 3137.6,  4688.2, 3112.1,  4735.7
user_31/IMG_20211023_152334.jpg, 3080.4,  4145.8, 3775.5,  4200.0, 3495.5,  4381.7, 3144.0,  4742.5, 3729.6,  4773.4, 2893.2,  3947.0, 3277.9,  3939.4, 2943.0,  4146.2, 3104.4,  4103.2, 3059.3,  4170.3, 3214.7,  4163.7, 3624.0,  3979.6, 3976.5,  4089.6, 3651.1,  4201.2, 3769.1,  4149.7, 3623.8,  4358.1, 3230.2,  4467.8, 3674.1,  4501.3, 3486.6,  4673.2, 3466.6,  4713.3
user_31/IMG_20211024_225527.jpg, 1660.0,  4110.8, 2426.2,  4123.5, 2005.2,  4526.9, 1677.4,  5011.5, 2330.7,  5030.9, 1427.7,  3926.7, 1844.0,  3884.6, 1526.3,  4120.7, 1673.6,  4059.8, 1645.1,  4146.9, 1795.2,  4115.9, 2218.9,  3902.1, 2678.2,  3991.9, 2293.5,  4129.1, 2415.4,  4068.7, 2200.2,  4442.8, 1762.4,  4612.0, 2261.3,  4637.3, 2013.9,  4949.6, 1995.3,  5002.3
user_31/IMG_20211025_210716.jpg, 1817.1,  3813.7, 2651.9,  3798.6, 2145.7,  4107.2, 1836.2,  4684.9, 2566.9,  4679.4, 1610.5,  3526.4, 1986.8,  3470.7, 1671.6,  3829.7, 1832.0,  3768.6, 1796.9,  3844.9, 1967.8,  3811.6, 2431.0,  3474.1, 2931.1,  3582.1, 2499.2,  3805.5, 2631.7,  3743.5, 2399.9,  4068.1, 1911.8,  4267.5, 2476.6,  4267.9, 2192.3,  4576.9, 2173.0,  4639.3
